UserID,Password,Device,Location,age,sex,bmi,children,smoker,charges,UserType
792,patient792,Laptop,southeast,82,female,24.0,2,yes,1792,Patient
793,patient793,Mobile,northwest,83,male,24.5,3,no,1793,Patient
794,patient794,Tablet,northeast,84,female,25.0,4,no,1794,Patient
795,patient795,Laptop,southwest,85,male,25.5,0,yes,1795,Patient
796,patient796,Mobile,southeast,86,female,26.0,1,no,1796,Patient
797,patient797,Tablet,northwest,87,male,26.5,2,no,1797,Patient
798,patient798,Laptop,northeast,88,female,27.0,3,yes,1798,Patient
799,patient799,Mobile,southwest,89,male,27.5,4,no,1799,Patient
800,patient800,Tablet,southeast,90,female,28.0,0,no,1800,Patient
801,patient801,Laptop,northwest,91,male,28.5,1,yes,1801,Patient
802,patient802,Mobile,northeast,92,female,29.0,2,no,1802,Patient
803,patient803,Tablet,southwest,93,male,29.5,3,no,1803,Patient
804,patient804,Laptop,southeast,94,female,30.0,4,yes,1804,Patient
805,patient805,Mobile,northwest,95,male,30.5,0,no,1805,Patient
806,patient806,Tablet,northeast,96,female,31.0,1,no,1806,Patient
807,patient807,Laptop,southwest,97,male,31.5,2,yes,1807,Patient
808,patient808,Mobile,southeast,98,female,32.0,3,no,1808,Patient
809,patient809,Tablet,northwest,99,male,32.5,4,no,1809,Patient
810,patient810,Laptop,northeast,10,female,18.0,0,yes,1810,Patient
811,patient811,Mobile,southwest,11,male,18.5,1,no,1811,Patient
812,patient812,Tablet,southeast,12,female,19.0,2,no,1812,Patient
813,patient813,Laptop,northwest,13,male,19.5,3,yes,1813,Patient
814,patient814,Mobile,northeast,14,female,20.0,4,no,1814,Patient
815,patient815,Tablet,southwest,15,male,20.5,0,no,1815,Patient
816,patient816,Laptop,southeast,16,female,21.0,1,yes,1816,Patient
817,patient817,Mobile,northwest,17,male,21.5,2,no,1817,Patient
818,patient818,Tablet,northeast,18,female,22.0,3,no,1818,Patient
819,patient819,Laptop,southwest,19,male,22.5,4,yes,1819,Patient
820,patient820,Mobile,southeast,20,female,23.0,0,no,1820,Patient
821,patient821,Tablet,northwest,21,male,23.5,1,no,1821,Patient
822,patient822,Laptop,northeast,22,female,24.0,2,yes,1822,Patient
823,patient823,Mobile,southwest,23,male,24.5,3,no,1823,Patient
824,patient824,Tablet,southeast,24,female,25.0,4,no,1824,Patient
825,patient825,Laptop,northwest,25,male,25.5,0,yes,1825,Patient
826,patient826,Mobile,northeast,26,female,26.0,1,no,1826,Patient
827,patient827,Tablet,southwest,27,male,26.5,2,no,1827,Patient
828,patient828,Laptop,southeast,28,female,27.0,3,yes,1828,Patient
829,patient829,Mobile,northwest,29,male,27.5,4,no,1829,Patient
830,patient830,Tablet,northeast,30,female,28.0,0,no,1830,Patient
831,patient831,Laptop,southwest,31,male,28.5,1,yes,1831,Patient
832,patient832,Mobile,southeast,32,female,29.0,2,no,1832,Patient
833,patient833,Tablet,northwest,33,male,29.5,3,no,1833,Patient
834,patient834,Laptop,northeast,34,female,30.0,4,yes,1834,Patient
835,patient835,Mobile,southwest,35,male,30.5,0,no,1835,Patient
836,patient836,Tablet,southeast,36,female,31.0,1,no,1836,Patient
837,patient837,Laptop,northwest,37,male,31.5,2,yes,1837,Patient
838,patient838,Mobile,northeast,38,female,32.0,3,no,1838,Patient
839,patient839,Tablet,southwest,39,male,32.5,4,no,1839,Patient
840,patient840,Laptop,southeast,40,female,18.0,0,yes,1840,Patient
841,patient841,Mobile,northwest,41,male,18.5,1,no,1841,Patient
842,patient842,Tablet,northeast,42,female,19.0,2,no,1842,Patient
843,patient843,Laptop,southwest,43,male,19.5,3,yes,1843,Patient
844,patient844,Mobile,southeast,44,female,20.0,4,no,1844,Patient
845,patient845,Tablet,northwest,45,male,20.5,0,no,1845,Patient
846,patient846,Laptop,northeast,46,female,21.0,1,yes,1846,Patient
847,patient847,Mobile,southwest,47,male,21.5,2,no,1847,Patient
848,patient848,Tablet,southeast,48,female,22.0,3,no,1848,Patient
849,patient849,Laptop,northwest,49,male,22.5,4,yes,1849,Patient
850,patient850,Mobile,northeast,50,female,23.0,0,no,1850,Patient
851,patient851,Tablet,southwest,51,male,23.5,1,no,1851,Patient
852,patient852,Laptop,southeast,52,female,24.0,2,yes,1852,Patient
853,patient853,Mobile,northwest,53,male,24.5,3,no,1853,Patient
854,patient854,Tablet,northeast,54,female,25.0,4,no,1854,Patient
855,patient855,Laptop,southwest,55,male,25.5,0,yes,1855,Patient
856,patient856,Mobile,southeast,56,female,26.0,1,no,1856,Patient
857,patient857,Tablet,northwest,57,male,26.5,2,no,1857,Patient
858,patient858,Laptop,northeast,58,female,27.0,3,yes,1858,Patient
859,patient859,Mobile,southwest,59,male,27.5,4,no,1859,Patient
860,patient860,Tablet,southeast,60,female,28.0,0,no,1860,Patient
861,patient861,Laptop,northwest,61,male,28.5,1,yes,1861,Patient
862,patient862,Mobile,northeast,62,female,29.0,2,no,1862,Patient
863,patient863,Tablet,southwest,63,male,29.5,3,no,1863,Patient
864,patient864,Laptop,southeast,64,female,30.0,4,yes,1864,Patient
865,patient865,Mobile,northwest,65,male,30.5,0,no,1865,Patient
866,patient866,Tablet,northeast,66,female,31.0,1,no,1866,Patient
867,patient867,Laptop,southwest,67,male,31.5,2,yes,1867,Patient
868,patient868,Mobile,southeast,68,female,32.0,3,no,1868,Patient
869,patient869,Tablet,northwest,69,male,32.5,4,no,1869,Patient
870,patient870,Laptop,northeast,70,female,18.0,0,yes,1870,Patient
871,patient871,Mobile,southwest,71,male,18.5,1,no,1871,Patient
872,patient872,Tablet,southeast,72,female,19.0,2,no,1872,Patient
873,patient873,Laptop,northwest,73,male,19.5,3,yes,1873,Patient
874,patient874,Mobile,northeast,74,female,20.0,4,no,1874,Patient
875,patient875,Tablet,southwest,75,male,20.5,0,no,1875,Patient
876,patient876,Laptop,southeast,76,female,21.0,1,yes,1876,Patient
877,patient877,Mobile,northwest,77,male,21.5,2,no,1877,Patient
878,patient878,Tablet,northeast,78,female,22.0,3,no,1878,Patient
879,patient879,Laptop,southwest,79,male,22.5,4,yes,1879,Patient
880,patient880,Mobile,southeast,80,female,23.0,0,no,1880,Patient
881,patient881,Tablet,northwest,81,male,23.5,1,no,1881,Patient
882,patient882,Laptop,northeast,82,female,24.0,2,yes,1882,Patient
883,patient883,Mobile,southwest,83,male,24.5,3,no,1883,Patient
884,patient884,Tablet,southeast,84,female,25.0,4,no,1884,Patient
885,patient885,Laptop,northwest,85,male,25.5,0,yes,1885,Patient
886,patient886,Mobile,northeast,86,female,26.0,1,no,1886,Patient
887,patient887,Tablet,southwest,87,male,26.5,2,no,1887,Patient
888,patient888,Laptop,southeast,88,female,27.0,3,yes,1888,Patient
889,patient889,Mobile,northwest,89,male,27.5,4,no,1889,Patient
890,patient890,Tablet,northeast,90,female,28.0,0,no,1890,Patient
891,patient891,Laptop,southwest,91,male,28.5,1,yes,1891,Patient
892,patient892,Mobile,southeast,92,female,29.0,2,no,1892,Patient
893,patient893,Tablet,northwest,93,male,29.5,3,no,1893,Patient
894,patient894,Laptop,northeast,94,female,30.0,4,yes,1894,Patient
895,patient895,Mobile,southwest,95,male,30.5,0,no,1895,Patient
896,patient896,Tablet,southeast,96,female,31.0,1,no,1896,Patient
897,patient897,Laptop,northwest,97,male,31.5,2,yes,1897,Patient
898,patient898,Mobile,northeast,98,female,32.0,3,no,1898,Patient
899,patient899,Tablet,southwest,99,male,32.5,4,no,1899,Patient
900,patient900,Laptop,southeast,10,female,18.0,0,yes,1900,Patient
901,patient901,Mobile,northwest,11,male,18.5,1,no,1901,Patient
902,patient902,Tablet,northeast,12,female,19.0,2,no,1902,Patient
903,patient903,Laptop,southwest,13,male,19.5,3,yes,1903,Patient
904,patient904,Mobile,southeast,14,female,20.0,4,no,1904,Patient
905,patient905,Tablet,northwest,15,male,20.5,0,no,1905,Patient
906,patient906,Laptop,northeast,16,female,21.0,1,yes,1906,Patient
907,patient907,Mobile,southwest,17,male,21.5,2,no,1907,Patient
908,patient908,Tablet,southeast,18,female,22.0,3,no,1908,Patient
909,patient909,Laptop,northwest,19,male,22.5,4,yes,1909,Patient
910,patient910,Mobile,northeast,20,female,23.0,0,no,1910,Patient
911,patient911,Tablet,southwest,21,male,23.5,1,no,1911,Patient
912,patient912,Laptop,southeast,22,female,24.0,2,yes,1912,Patient
913,patient913,Mobile,northwest,23,male,24.5,3,no,1913,Patient
914,patient914,Tablet,northeast,24,female,25.0,4,no,1914,Patient
915,patient915,Laptop,southwest,25,male,25.5,0,yes,1915,Patient
916,patient916,Mobile,southeast,26,female,26.0,1,no,1916,Patient
917,patient917,Tablet,northwest,27,male,26.5,2,no,1917,Patient
918,patient918,Laptop,northeast,28,female,27.0,3,yes,1918,Patient
919,patient919,Mobile,southwest,29,male,27.5,4,no,1919,Patient
920,patient920,Tablet,southeast,30,female,28.0,0,no,1920,Patient
921,patient921,Laptop,northwest,31,male,28.5,1,yes,1921,Patient
922,patient922,Mobile,northeast,32,female,29.0,2,no,1922,Patient
923,patient923,Tablet,southwest,33,male,29.5,3,no,1923,Patient
924,patient924,Laptop,southeast,34,female,30.0,4,yes,1924,Patient
925,patient925,Mobile,northwest,35,male,30.5,0,no,1925,Patient
926,patient926,Tablet,northeast,36,female,31.0,1,no,1926,Patient
927,patient927,Laptop,southwest,37,male,31.5,2,yes,1927,Patient
928,patient928,Mobile,southeast,38,female,32.0,3,no,1928,Patient
929,patient929,Tablet,northwest,39,male,32.5,4,no,1929,Patient
930,patient930,Laptop,northeast,40,female,18.0,0,yes,1930,Patient
931,patient931,Mobile,southwest,41,male,18.5,1,no,1931,Patient
932,patient932,Tablet,southeast,42,female,19.0,2,no,1932,Patient
933,patient933,Laptop,northwest,43,male,19.5,3,yes,1933,Patient
934,patient934,Mobile,northeast,44,female,20.0,4,no,1934,Patient
935,patient935,Tablet,southwest,45,male,20.5,0,no,1935,Patient
936,patient936,Laptop,southeast,46,female,21.0,1,yes,1936,Patient
937,patient937,Mobile,northwest,47,male,21.5,2,no,1937,Patient
938,patient938,Tablet,northeast,48,female,22.0,3,no,1938,Patient
939,patient939,Laptop,southwest,49,male,22.5,4,yes,1939,Patient
940,patient940,Mobile,southeast,50,female,23.0,0,no,1940,Patient
941,patient941,Tablet,northwest,51,male,23.5,1,no,1941,Patient
942,patient942,Laptop,northeast,52,female,24.0,2,yes,1942,Patient
943,patient943,Mobile,southwest,53,male,24.5,3,no,1943,Patient
944,patient944,Tablet,southeast,54,female,25.0,4,no,1944,Patient
945,patient945,Laptop,northwest,55,male,25.5,0,yes,1945,Patient
946,patient946,Mobile,northeast,56,female,26.0,1,no,1946,Patient
947,patient947,Tablet,southwest,57,male,26.5,2,no,1947,Patient
948,patient948,Laptop,southeast,58,female,27.0,3,yes,1948,Patient
949,patient949,Mobile,northwest,59,male,27.5,4,no,1949,Patient
950,patient950,Tablet,northeast,60,female,28.0,0,no,1950,Patient
951,patient951,Laptop,southwest,61,male,28.5,1,yes,1951,Patient
952,patient952,Mobile,southeast,62,female,29.0,2,no,1952,Patient
953,patient953,Tablet,northwest,63,male,29.5,3,no,1953,Patient
954,patient954,Laptop,northeast,64,female,30.0,4,yes,1954,Patient
955,patient955,Mobile,southwest,65,male,30.5,0,no,1955,Patient
956,patient956,Tablet,southeast,66,female,31.0,1,no,1956,Patient
957,patient957,Laptop,northwest,67,male,31.5,2,yes,1957,Patient
958,patient958,Mobile,northeast,68,female,32.0,3,no,1958,Patient
959,patient959,Tablet,southwest,69,male,32.5,4,no,1959,Patient
960,patient960,Laptop,southeast,70,female,18.0,0,yes,1960,Patient
961,patient961,Mobile,northwest,71,male,18.5,1,no,1961,Patient
962,patient962,Tablet,northeast,72,female,19.0,2,no,1962,Patient
963,patient963,Laptop,southwest,73,male,19.5,3,yes,1963,Patient
964,patient964,Mobile,southeast,74,female,20.0,4,no,1964,Patient
965,patient965,Tablet,northwest,75,male,20.5,0,no,1965,Patient
966,patient966,Laptop,northeast,76,female,21.0,1,yes,1966,Patient
967,patient967,Mobile,southwest,77,male,21.5,2,no,1967,Patient
968,patient968,Tablet,southeast,78,female,22.0,3,no,1968,Patient
969,patient969,Laptop,northwest,79,male,22.5,4,yes,1969,Patient
970,patient970,Mobile,northeast,80,female,23.0,0,no,1970,Patient
971,patient971,Tablet,southwest,81,male,23.5,1,no,1971,Patient
972,patient972,Laptop,southeast,82,female,24.0,2,yes,1972,Patient
973,patient973,Mobile,northwest,83,male,24.5,3,no,1973,Patient
974,patient974,Tablet,northeast,84,female,25.0,4,no,1974,Patient
975,patient975,Laptop,southwest,85,male,25.5,0,yes,1975,Patient
976,patient976,Mobile,southeast,86,female,26.0,1,no,1976,Patient
977,patient977,Tablet,northwest,87,male,26.5,2,no,1977,Patient
978,patient978,Laptop,northeast,88,female,27.0,3,yes,1978,Patient
979,patient979,Mobile,southwest,89,male,27.5,4,no,1979,Patient
980,patient980,Tablet,southeast,90,female,28.0,0,no,1980,Patient
981,patient981,Laptop,northwest,91,male,28.5,1,yes,1981,Patient
982,patient982,Mobile,northeast,92,female,29.0,2,no,1982,Patient
983,patient983,Tablet,southwest,93,male,29.5,3,no,1983,Patient
984,patient984,Laptop,southeast,94,female,30.0,4,yes,1984,Patient
985,patient985,Mobile,northwest,95,male,30.5,0,no,1985,Patient
986,patient986,Tablet,northeast,96,female,31.0,1,no,1986,Patient
987,patient987,Laptop,southwest,97,male,31.5,2,yes,1987,Patient
988,patient988,Mobile,southeast,98,female,32.0,3,no,1988,Patient
989,patient989,Tablet,northwest,99,male,32.5,4,no,1989,Patient
990,patient990,Laptop,northeast,10,female,18.0,0,yes,1990,Patient
991,patient991,Mobile,southwest,11,male,18.5,1,no,1991,Patient
992,patient992,Tablet,southeast,12,female,19.0,2,no,1992,Patient
993,patient993,Laptop,northwest,13,male,19.5,3,yes,1993,Patient
994,patient994,Mobile,northeast,14,female,20.0,4,no,1994,Patient
995,patient995,Tablet,southwest,15,male,20.5,0,no,1995,Patient
996,patient996,Laptop,southeast,16,female,21.0,1,yes,1996,Patient
997,patient997,Mobile,northwest,17,male,21.5,2,no,1997,Patient
998,patient998,Tablet,northeast,18,female,22.0,3,no,1998,Patient
999,patient999,Laptop,southwest,19,male,22.5,4,yes,1999,Patient
1000,patient1000,Mobile,southeast,20,female,23.0,0,no,2000,Patient
1001,patient1001,Tablet,northwest,21,male,23.5,1,no,2001,Patient
1002,patient1002,Laptop,northeast,22,female,24.0,2,yes,2002,Patient
1003,patient1003,Mobile,southwest,23,male,24.5,3,no,2003,Patient
1004,patient1004,Tablet,southeast,24,female,25.0,4,no,2004,Patient
1005,patient1005,Laptop,northwest,25,male,25.5,0,yes,2005,Patient
1006,patient1006,Mobile,northeast,26,female,26.0,1,no,2006,Patient
1007,patient1007,Tablet,southwest,27,male,26.5,2,no,2007,Patient
1008,patient1008,Laptop,southeast,28,female,27.0,3,yes,2008,Patient
1009,patient1009,Mobile,northwest,29,male,27.5,4,no,2009,Patient
1010,patient1010,Tablet,northeast,30,female,28.0,0,no,2010,Patient
1011,patient1011,Laptop,southwest,31,male,28.5,1,yes,2011,Patient
1012,patient1012,Mobile,southeast,32,female,29.0,2,no,2012,Patient
1013,patient1013,Tablet,northwest,33,male,29.5,3,no,2013,Patient
1014,patient1014,Laptop,northeast,34,female,30.0,4,yes,2014,Patient
1015,patient1015,Mobile,southwest,35,male,30.5,0,no,2015,Patient
1016,patient1016,Tablet,southeast,36,female,31.0,1,no,2016,Patient
1017,patient1017,Laptop,northwest,37,male,31.5,2,yes,2017,Patient
1018,patient1018,Mobile,northeast,38,female,32.0,3,no,2018,Patient
1019,patient1019,Tablet,southwest,39,male,32.5,4,no,2019,Patient
1020,patient1020,Laptop,southeast,40,female,18.0,0,yes,2020,Patient
1021,patient1021,Mobile,northwest,41,male,18.5,1,no,2021,Patient
1022,patient1022,Tablet,northeast,42,female,19.0,2,no,2022,Patient
1023,patient1023,Laptop,southwest,43,male,19.5,3,yes,2023,Patient
1024,patient1024,Mobile,southeast,44,female,20.0,4,no,2024,Patient
1025,patient1025,Tablet,northwest,45,male,20.5,0,no,2025,Patient
1026,patient1026,Laptop,northeast,46,female,21.0,1,yes,2026,Patient
1027,patient1027,Mobile,southwest,47,male,21.5,2,no,2027,Patient
1028,patient1028,Tablet,southeast,48,female,22.0,3,no,2028,Patient
1029,patient1029,Laptop,northwest,49,male,22.5,4,yes,2029,Patient
1030,patient1030,Mobile,northeast,50,female,23.0,0,no,2030,Patient
1031,patient1031,Tablet,southwest,51,male,23.5,1,no,2031,Patient
1032,patient1032,Laptop,southeast,52,female,24.0,2,yes,2032,Patient
1033,patient1033,Mobile,northwest,53,male,24.5,3,no,2033,Patient
1034,patient1034,Tablet,northeast,54,female,25.0,4,no,2034,Patient
1035,patient1035,Laptop,southwest,55,male,25.5,0,yes,2035,Patient
1036,patient1036,Mobile,southeast,56,female,26.0,1,no,2036,Patient
1037,patient1037,Tablet,northwest,57,male,26.5,2,no,2037,Patient
1038,patient1038,Laptop,northeast,58,female,27.0,3,yes,2038,Patient
1039,patient1039,Mobile,southwest,59,male,27.5,4,no,2039,Patient
1040,patient1040,Tablet,southeast,60,female,28.0,0,no,2040,Patient
1041,patient1041,Laptop,northwest,61,male,28.5,1,yes,2041,Patient
1042,patient1042,Mobile,northeast,62,female,29.0,2,no,2042,Patient
1043,patient1043,Tablet,southwest,63,male,29.5,3,no,2043,Patient
1044,patient1044,Laptop,southeast,64,female,30.0,4,yes,2044,Patient
1045,patient1045,Mobile,northwest,65,male,30.5,0,no,2045,Patient
1046,patient1046,Tablet,northeast,66,female,31.0,1,no,2046,Patient
1047,patient1047,Laptop,southwest,67,male,31.5,2,yes,2047,Patient
1048,patient1048,Mobile,southeast,68,female,32.0,3,no,2048,Patient
1049,patient1049,Tablet,northwest,69,male,32.5,4,no,2049,Patient
1050,patient1050,Laptop,northeast,70,female,18.0,0,yes,2050,Patient
1051,patient1051,Mobile,southwest,71,male,18.5,1,no,2051,Patient
1052,patient1052,Tablet,southeast,72,female,19.0,2,no,2052,Patient
1053,patient1053,Laptop,northwest,73,male,19.5,3,yes,2053,Patient
1054,patient1054,Mobile,northeast,74,female,20.0,4,no,2054,Patient
1055,patient1055,Tablet,southwest,75,male,20.5,0,no,2055,Patient
1056,patient1056,Laptop,southeast,76,female,21.0,1,yes,2056,Patient
1057,patient1057,Mobile,northwest,77,male,21.5,2,no,2057,Patient
1058,patient1058,Tablet,northeast,78,female,22.0,3,no,2058,Patient
1059,patient1059,Laptop,southwest,79,male,22.5,4,yes,2059,Patient
1060,patient1060,Mobile,southeast,80,female,23.0,0,no,2060,Patient
1061,patient1061,Tablet,northwest,81,male,23.5,1,no,2061,Patient
1062,patient1062,Laptop,northeast,82,female,24.0,2,yes,2062,Patient
1063,patient1063,Mobile,southwest,83,male,24.5,3,no,2063,Patient
1064,patient1064,Tablet,southeast,84,female,25.0,4,no,2064,Patient
1065,patient1065,Laptop,northwest,85,male,25.5,0,yes,2065,Patient
1066,patient1066,Mobile,northeast,86,female,26.0,1,no,2066,Patient
1067,patient1067,Tablet,southwest,87,male,26.5,2,no,2067,Patient
1068,patient1068,Laptop,southeast,88,female,27.0,3,yes,2068,Patient
1069,patient1069,Mobile,northwest,89,male,27.5,4,no,2069,Patient
1070,patient1070,Tablet,northeast,90,female,28.0,0,no,2070,Patient
1071,patient1071,Laptop,southwest,91,male,28.5,1,yes,2071,Patient
1072,patient1072,Mobile,southeast,92,female,29.0,2,no,2072,Patient
1073,patient1073,Tablet,northwest,93,male,29.5,3,no,2073,Patient
1074,patient1074,Laptop,northeast,94,female,30.0,4,yes,2074,Patient
1075,patient1075,Mobile,southwest,95,male,30.5,0,no,2075,Patient
1076,patient1076,Tablet,southeast,96,female,31.0,1,no,2076,Patient
1077,patient1077,Laptop,northwest,97,male,31.5,2,yes,2077,Patient
1078,patient1078,Mobile,northeast,98,female,32.0,3,no,2078,Patient
1079,patient1079,Tablet,southwest,99,male,32.5,4,no,2079,Patient
1080,patient1080,Laptop,southeast,10,female,18.0,0,yes,2080,Patient
1081,patient1081,Mobile,northwest,11,male,18.5,1,no,2081,Patient
1082,patient1082,Tablet,northeast,12,female,19.0,2,no,2082,Patient
1083,patient1083,Laptop,southwest,13,male,19.5,3,yes,2083,Patient
1084,patient1084,Mobile,southeast,14,female,20.0,4,no,2084,Patient
1085,patient1085,Tablet,northwest,15,male,20.5,0,no,2085,Patient
1086,patient1086,Laptop,northeast,16,female,21.0,1,yes,2086,Patient
1087,patient1087,Mobile,southwest,17,male,21.5,2,no,2087,Patient
1088,patient1088,Tablet,southeast,18,female,22.0,3,no,2088,Patient
1089,patient1089,Laptop,northwest,19,male,22.5,4,yes,2089,Patient
1090,patient1090,Mobile,northeast,20,female,23.0,0,no,2090,Patient
1091,patient1091,Tablet,southwest,21,male,23.5,1,no,2091,Patient
1092,patient1092,Laptop,southeast,22,female,24.0,2,yes,2092,Patient
1093,patient1093,Mobile,northwest,23,male,24.5,3,no,2093,Patient
1094,patient1094,Tablet,northeast,24,female,25.0,4,no,2094,Patient
1095,patient1095,Laptop,southwest,25,male,25.5,0,yes,2095,Patient
1096,patient1096,Mobile,southeast,26,female,26.0,1,no,2096,Patient
1097,patient1097,Tablet,northwest,27,male,26.5,2,no,2097,Patient
1098,patient1098,Laptop,northeast,28,female,27.0,3,yes,2098,Patient
1099,patient1099,Mobile,southwest,29,male,27.5,4,no,2099,Patient
1100,patient1100,Tablet,southeast,30,female,28.0,0,no,2100,Patient
1101,patient1101,Laptop,northwest,31,male,28.5,1,yes,2101,Patient
1102,patient1102,Mobile,northeast,32,female,29.0,2,no,2102,Patient
1103,patient1103,Tablet,southwest,33,male,29.5,3,no,2103,Patient
1104,patient1104,Laptop,southeast,34,female,30.0,4,yes,2104,Patient
1105,patient1105,Mobile,northwest,35,male,30.5,0,no,2105,Patient
1106,patient1106,Tablet,northeast,36,female,31.0,1,no,2106,Patient
1107,patient1107,Laptop,southwest,37,male,31.5,2,yes,2107,Patient
1108,patient1108,Mobile,southeast,38,female,32.0,3,no,2108,Patient
1109,patient1109,Tablet,northwest,39,male,32.5,4,no,2109,Patient
1110,patient1110,Laptop,northeast,40,female,18.0,0,yes,2110,Patient
1111,patient1111,Mobile,southwest,41,male,18.5,1,no,2111,Patient
1112,patient1112,Tablet,southeast,42,female,19.0,2,no,2112,Patient
1113,patient1113,Laptop,northwest,43,male,19.5,3,yes,2113,Patient
1114,patient1114,Mobile,northeast,44,female,20.0,4,no,2114,Patient
1115,patient1115,Tablet,southwest,45,male,20.5,0,no,2115,Patient
1116,patient1116,Laptop,southeast,46,female,21.0,1,yes,2116,Patient
1117,patient1117,Mobile,northwest,47,male,21.5,2,no,2117,Patient
1118,patient1118,Tablet,northeast,48,female,22.0,3,no,2118,Patient
1119,patient1119,Laptop,southwest,49,male,22.5,4,yes,2119,Patient
1120,patient1120,Mobile,southeast,50,female,23.0,0,no,2120,Patient
1121,patient1121,Tablet,northwest,51,male,23.5,1,no,2121,Patient
1122,patient1122,Laptop,northeast,52,female,24.0,2,yes,2122,Patient
1123,patient1123,Mobile,southwest,53,male,24.5,3,no,2123,Patient
1124,patient1124,Tablet,southeast,54,female,25.0,4,no,2124,Patient
1125,patient1125,Laptop,northwest,55,male,25.5,0,yes,2125,Patient
1126,patient1126,Mobile,northeast,56,female,26.0,1,no,2126,Patient
1127,patient1127,Tablet,southwest,57,male,26.5,2,no,2127,Patient
1128,patient1128,Laptop,southeast,58,female,27.0,3,yes,2128,Patient
1129,patient1129,Mobile,northwest,59,male,27.5,4,no,2129,Patient
1130,patient1130,Tablet,northeast,60,female,28.0,0,no,2130,Patient
1131,patient1131,Laptop,southwest,61,male,28.5,1,yes,2131,Patient
1132,patient1132,Mobile,southeast,62,female,29.0,2,no,2132,Patient
1133,patient1133,Tablet,northwest,63,male,29.5,3,no,2133,Patient
1134,patient1134,Laptop,northeast,64,female,30.0,4,yes,2134,Patient
1135,patient1135,Mobile,southwest,65,male,30.5,0,no,2135,Patient
1136,patient1136,Tablet,southeast,66,female,31.0,1,no,2136,Patient
1137,patient1137,Laptop,northwest,67,male,31.5,2,yes,2137,Patient
1138,patient1138,Mobile,northeast,68,female,32.0,3,no,2138,Patient
1139,patient1139,Tablet,southwest,69,male,32.5,4,no,2139,Patient
1140,patient1140,Laptop,southeast,70,female,18.0,0,yes,2140,Patient
1141,patient1141,Mobile,northwest,71,male,18.5,1,no,2141,Patient
1142,patient1142,Tablet,northeast,72,female,19.0,2,no,2142,Patient
1143,patient1143,Laptop,southwest,73,male,19.5,3,yes,2143,Patient
1144,patient1144,Mobile,southeast,74,female,20.0,4,no,2144,Patient
1145,patient1145,Tablet,northwest,75,male,20.5,0,no,2145,Patient
1146,patient1146,Laptop,northeast,76,female,21.0,1,yes,2146,Patient
1147,patient1147,Mobile,southwest,77,male,21.5,2,no,2147,Patient
1148,patient1148,Tablet,southeast,78,female,22.0,3,no,2148,Patient
1149,patient1149,Laptop,northwest,79,male,22.5,4,yes,2149,Patient
1150,patient1150,Mobile,northeast,80,female,23.0,0,no,2150,Patient
1151,patient1151,Tablet,southwest,81,male,23.5,1,no,2151,Patient
1152,patient1152,Laptop,southeast,82,female,24.0,2,yes,2152,Patient
1153,patient1153,Mobile,northwest,83,male,24.5,3,no,2153,Patient
1154,patient1154,Tablet,northeast,84,female,25.0,4,no,2154,Patient
1155,patient1155,Laptop,southwest,85,male,25.5,0,yes,2155,Patient
1156,patient1156,Mobile,southeast,86,female,26.0,1,no,2156,Patient
1157,patient1157,Tablet,northwest,87,male,26.5,2,no,2157,Patient
1158,patient1158,Laptop,northeast,88,female,27.0,3,yes,2158,Patient
1159,patient1159,Mobile,southwest,89,male,27.5,4,no,2159,Patient
1160,patient1160,Tablet,southeast,90,female,28.0,0,no,2160,Patient
1161,patient1161,Laptop,northwest,91,male,28.5,1,yes,2161,Patient
1162,patient1162,Mobile,northeast,92,female,29.0,2,no,2162,Patient
1163,patient1163,Tablet,southwest,93,male,29.5,3,no,2163,Patient
1164,patient1164,Laptop,southeast,94,female,30.0,4,yes,2164,Patient
1165,patient1165,Mobile,northwest,95,male,30.5,0,no,2165,Patient
1166,patient1166,Tablet,northeast,96,female,31.0,1,no,2166,Patient
1167,patient1167,Laptop,southwest,97,male,31.5,2,yes,2167,Patient
1168,patient1168,Mobile,southeast,98,female,32.0,3,no,2168,Patient
1169,patient1169,Tablet,northwest,99,male,32.5,4,no,2169,Patient
1170,patient1170,Laptop,northeast,10,female,18.0,0,yes,2170,Patient
1171,patient1171,Mobile,southwest,11,male,18.5,1,no,2171,Patient
1172,patient1172,Tablet,southeast,12,female,19.0,2,no,2172,Patient
1173,patient1173,Laptop,northwest,13,male,19.5,3,yes,2173,Patient
1174,patient1174,Mobile,northeast,14,female,20.0,4,no,2174,Patient
1175,patient1175,Tablet,southwest,15,male,20.5,0,no,2175,Patient
1176,patient1176,Laptop,southeast,16,female,21.0,1,yes,2176,Patient
1177,patient1177,Mobile,northwest,17,male,21.5,2,no,2177,Patient
1178,patient1178,Tablet,northeast,18,female,22.0,3,no,2178,Patient
1179,patient1179,Laptop,southwest,19,male,22.5,4,yes,2179,Patient
1180,patient1180,Mobile,southeast,20,female,23.0,0,no,2180,Patient
1181,patient1181,Tablet,northwest,21,male,23.5,1,no,2181,Patient
1182,patient1182,Laptop,northeast,22,female,24.0,2,yes,2182,Patient
1183,patient1183,Mobile,southwest,23,male,24.5,3,no,2183,Patient
1184,patient1184,Tablet,southeast,24,female,25.0,4,no,2184,Patient
1185,patient1185,Laptop,northwest,25,male,25.5,0,yes,2185,Patient
1186,patient1186,Mobile,northeast,26,female,26.0,1,no,2186,Patient
